family	assembly_accession	support_fixed	support_mfp	gtdb_order	module_completeness	consensus_min	consensus_mean	stable_both
soxb	GCF_003966565.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxb	GCF_004323595.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxb	GCF_001051995.2	0.42	0.29	o__Burkholderiales	4	0.29	0.355	0.0
soxb	GCF_002872475.1	0.19	0.22	o__Burkholderiales	4	0.19	0.20500000000000002	0.0
soxb	GCF_003574215.1	0.25	0.34	o__Burkholderiales	4	0.25	0.29500000000000004	0.0
soxb	GCF_010983895.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_017309585.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_041378895.1	0.2	0.25	o__Burkholderiales	3	0.2	0.225	0.0
soxb	GCF_020510565.1	0.35	0.26	o__Burkholderiales	4	0.26	0.305	0.0
soxb	GCF_020510525.1	0.27	0.32	o__Burkholderiales	4	0.27	0.29500000000000004	0.0
soxb	GCF_008274805.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_009746125.1	0.05	0.08	o__Burkholderiales	4	0.05	0.065	0.0
soxb	GCF_021165955.1	0.14	0.19	o__Burkholderiales	4	0.14	0.165	0.0
soxb	GCF_045016065.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_015689335.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_900130075.1	0.57	0.47	o__Burkholderiales	4	0.47	0.52	0.0
soxb	GCF_007954405.1	0.55	0.44	o__Burkholderiales	4	0.44	0.495	0.0
soxb	GCF_003008575.1	0.16	0.3	o__Burkholderiales	4	0.16	0.22999999999999998	0.0
soxb	GCF_033100095.1	0.16	0.21	o__Burkholderiales	4	0.16	0.185	0.0
soxb	GCF_014395975.1	0.0	0.01	o__Burkholderiales	4	0.0	0.005	0.0
soxb	GCF_014489595.1	0.0	0.01	o__Burkholderiales	4	0.0	0.005	0.0
soxb	GCF_017498525.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_000215705.1	0.88	0.88	o__Burkholderiales	4	0.88	0.88	1.0
soxb	GCF_019973615.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_006970865.1	0.0	0.01	o__Burkholderiales	3	0.0	0.005	0.0
soxb	GCF_001761385.1	0.18	0.16	o__Burkholderiales	4	0.16	0.16999999999999998	0.0
soxb	GCF_011388215.1	0.1	0.0	o__Burkholderiales	4	0.0	0.05	0.0
soxb	GCF_020162115.1	0.64	0.67	o__Burkholderiales	4	0.64	0.655	1.0
soxb	GCF_002222655.1	0.35	0.32	o__Burkholderiales	4	0.32	0.33499999999999996	0.0
soxb	GCF_021049305.1	0.24	0.26	o__Burkholderiales	4	0.24	0.25	0.0
soxb	GCF_030254645.1	0.7	0.69	o__Burkholderiales	4	0.69	0.695	1.0
soxb	GCF_000019785.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_023734135.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_000015725.1	0.09	0.1	o__Burkholderiales	4	0.09	0.095	0.0
soxb	GCF_026013905.1	0.82	0.8	o__Burkholderiales	4	0.8	0.81	1.0
soxb	GCF_001017435.1	0.89	0.92	o__Burkholderiales	3	0.89	0.905	1.0
soxb	GCF_000253115.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_002028405.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_047549485.1	0.01	0.08	o__Burkholderiales	4	0.01	0.045	0.0
soxb	GCF_000972785.3	0.01	0.02	o__Burkholderiales	4	0.01	0.015	0.0
soxb	GCF_000934605.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_001029105.3	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_000807775.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_001465595.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_000815105.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_001465545.3	0.88	0.09	o__Burkholderiales	4	0.09	0.485	0.0
soxb	GCF_018687955.1	0.0	0.18	o__Burkholderiales	4	0.0	0.09	0.0
soxb	GCF_013307225.1	0.44	0.86	o__Burkholderiales	4	0.44	0.65	0.0
soxb	GCF_900096765.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxb	GCF_001659725.1	0.0	0.01	o__Burkholderiales	4	0.0	0.005	0.0
soxb	GCF_000016345.1	0.01	0.25	o__Burkholderiales	4	0.01	0.13	0.0
soxb	GCF_000973625.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_018688255.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_013307245.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_018687595.1	0.38	0.44	o__Burkholderiales	4	0.38	0.41000000000000003	0.0
soxb	GCF_003065365.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_003065385.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_001598055.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_000069785.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_000219215.1	0.26	0.25	o__Burkholderiales	4	0.25	0.255	0.0
soxb	GCF_016894385.1	0.32	0.26	o__Burkholderiales	4	0.26	0.29000000000000004	0.0
soxb	GCF_008801925.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_001854325.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_964332355.1	0.25	0.0	o__Burkholderiales	4	0.0	0.125	0.0
soxb	GCF_018243235.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxb	GCF_024925465.1	0.0	0.0	o__Burkholderiales	3	0.0	0.0	0.0
soxb	GCF_022811525.1	0.86	0.77	o__Burkholderiales	4	0.77	0.815	1.0
soxb	GCF_000219915.2	0.6	0.04	o__Burkholderiales	4	0.04	0.32	0.0
soxb	GCF_013004065.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_036323495.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxb	GCF_010378095.2	0.0	0.0	o__Acidithiobacillales	2	0.0	0.0	0.0
soxb	GCF_003721225.2	0.0	0.0	o__Acidithiobacillales	3	0.0	0.0	0.0
soxb	GCF_048300925.1	0.0	0.0	o__Acidithiobacillales	3	0.0	0.0	0.0
soxb	GCF_021044685.1	0.0	0.0	o__Rhizobiales	3	0.0	0.0	0.0
soxb	GCF_004114935.1	0.0	0.0	o__Rhizobiales	3	0.0	0.0	0.0
soxb	GCF_027594865.1	0.83	0.85	o__Rhizobiales	4	0.83	0.84	1.0
soxb	GCF_015624505.1	0.68	0.67	o__Rhizobiales	4	0.67	0.675	1.0
soxb	GCF_045571495.1	0.48	0.45	o__Rhizobiales	3	0.45	0.46499999999999997	0.0
soxb	GCF_015291705.1	0.08	0.03	o__Rhizobiales	4	0.03	0.055	0.0
soxb	GCF_049949285.1	0.0	0.03	o__Rhizobiales	4	0.0	0.015	0.0
soxb	GCF_041200145.1	0.12	0.11	o__Rhizobiales	4	0.11	0.11499999999999999	0.0
soxb	GCF_001693385.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_001693515.2	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_023278185.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_011516645.4	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_018279705.1	0.9	0.92	o__Rhizobiales	4	0.9	0.91	1.0
soxb	GCF_000013885.1	0.0	0.01	o__Rhizobiales	4	0.0	0.005	0.0
soxb	GCF_029030725.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_000218565.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_032397745.1	0.63	0.65	o__Rhizobiales	4	0.63	0.64	1.0
soxb	GCF_002355335.1	0.41	0.48	o__Rhizobiales	4	0.41	0.44499999999999995	0.0
soxb	GCF_001579845.1	0.15	0.21	o__Rhizobiales	4	0.15	0.18	0.0
soxb	GCF_002119765.1	0.27	0.18	o__Rhizobiales	4	0.18	0.225	0.0
soxb	GCF_003966715.1	0.0	0.04	o__Rhizobiales	4	0.0	0.02	0.0
soxb	GCF_016807805.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_000092925.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_003008515.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_005144885.1	0.01	0.0	o__Rhizobiales	4	0.0	0.005	0.0
soxb	GCF_014495845.1	0.16	0.14	o__Rhizobiales	4	0.14	0.15000000000000002	0.0
soxb	GCF_001889605.1	0.08	0.01	o__Rhizobiales	4	0.01	0.045	0.0
soxb	GCF_007922615.2	0.02	0.01	o__Rhizobiales	4	0.01	0.015	0.0
soxb	GCF_013358405.1	0.85	0.65	o__Rhizobiales	4	0.65	0.75	1.0
soxb	GCF_000967425.1	0.79	0.88	o__Rhizobiales	4	0.79	0.835	1.0
soxb	GCF_014126615.1	0.92	0.9	o__Rhizobiales	3	0.9	0.91	1.0
soxb	GCF_000154705.2	0.02	0.01	o__Rhizobiales	4	0.01	0.015	0.0
soxb	GCF_026898155.1	0.24	0.87	o__Rhizobiales	4	0.24	0.5549999999999999	0.0
soxb	GCF_001953055.1	0.01	0.01	o__Rhizobiales	3	0.01	0.01	0.0
soxb	GCF_900231165.1	0.87	0.84	o__Rhizobiales	4	0.84	0.855	1.0
soxb	GCF_040269895.1	0.81	0.85	o__Rhizobiales	4	0.81	0.8300000000000001	1.0
soxb	GCF_026191725.2	0.87	0.89	o__Rhizobiales	4	0.87	0.88	1.0
soxb	GCF_001999245.1	0.0	0.01	o__Rhizobiales	4	0.0	0.005	0.0
soxb	GCF_000158095.2	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_000192745.1	0.0	0.0	o__Rhizobiales	4	0.0	0.0	0.0
soxb	GCF_009789575.1	0.01	0.05	o__Rhizobiales	4	0.01	0.030000000000000002	0.0
soxb	GCF_018282095.1	0.06	0.0	o__Rhizobiales	4	0.0	0.03	0.0
soxb	GCF_000143145.1	0.21	0.25	o__Rhizobiales	4	0.21	0.22999999999999998	0.0
soxb	GCF_029958925.1	0.31	0.0	o__Rhodobacterales	4	0.0	0.155	0.0
soxb	GCF_039724765.1	0.15	0.0	o__Rhodobacterales	4	0.0	0.075	0.0
soxb	GCF_016806125.1	0.45	0.72	o__Rhodobacterales	4	0.45	0.585	0.0
soxb	GCF_001969385.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_001975705.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_040409955.1	0.0	0.83	o__Rhodobacterales	4	0.0	0.415	0.0
soxb	GCF_040580765.1	0.0	0.01	o__Rhodobacterales	4	0.0	0.005	0.0
soxb	GCF_034555965.2	0.03	0.04	o__Rhodobacterales	4	0.03	0.035	0.0
soxb	GCF_025639885.1	0.01	0.16	o__Rhodobacterales	4	0.01	0.085	0.0
soxb	GCF_009762325.1	0.01	0.88	o__Rhodobacterales	4	0.01	0.445	0.0
soxb	GCF_032842945.2	0.69	0.13	o__Rhodobacterales	4	0.13	0.41	0.0
soxb	GCF_008728195.1	0.93	0.19	o__Rhodobacterales	4	0.19	0.56	0.0
soxb	GCF_000511385.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_001888185.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_000511355.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_025857195.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_030285785.1	0.0	0.01	o__Rhodobacterales	4	0.0	0.005	0.0
soxb	GCF_004006175.1	0.0	0.01	o__Rhodobacterales	4	0.0	0.005	0.0
soxb	GCF_045277565.1	0.01	0.01	o__Rhodobacterales	4	0.01	0.01	0.0
soxb	GCF_000011965.2	0.26	0.32	o__Rhodobacterales	4	0.26	0.29000000000000004	0.0
soxb	GCF_003008555.2	0.28	0.22	o__Rhodobacterales	4	0.22	0.25	0.0
soxb	GCF_040790665.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_022788655.1	0.79	0.8	o__Rhodobacterales	4	0.79	0.795	1.0
soxb	GCF_000154785.2	0.01	0.0	o__Rhodobacterales	4	0.0	0.005	0.0
soxb	GCF_012932215.1	0.59	0.8	o__Rhodobacterales	4	0.59	0.6950000000000001	1.0
soxb	GCF_014337925.2	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_047715485.1	0.38	0.79	o__Rhodobacterales	4	0.38	0.585	0.0
soxb	GCF_038443675.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_001187845.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_044772865.1	0.66	0.83	o__Rhodobacterales	4	0.66	0.745	1.0
soxb	GCF_001308265.1	0.09	0.06	o__Rhodobacterales	4	0.06	0.075	0.0
soxb	GCF_003544895.1	0.56	0.52	o__Rhodobacterales	4	0.52	0.54	1.0
soxb	GCF_000590925.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_030407165.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_029853695.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_000018145.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_002504165.1	0.92	0.88	o__Rhodobacterales	4	0.88	0.9	1.0
soxb	GCF_001633165.1	0.31	0.36	o__Rhodobacterales	4	0.31	0.33499999999999996	0.0
soxb	GCF_029953595.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_005234135.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_028553745.1	0.0	0.0	o__Rhodobacterales	3	0.0	0.0	0.0
soxb	GCF_028553805.1	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_002865605.1	0.12	0.07	o__Rhodobacterales	4	0.07	0.095	0.0
soxb	GCF_008824185.1	0.17	0.19	o__Rhodobacterales	4	0.17	0.18	0.0
soxb	GCF_003324675.1	0.25	0.31	o__Rhodobacterales	4	0.25	0.28	0.0
soxb	GCF_002085925.2	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_001940525.2	0.0	0.0	o__Rhodobacterales	4	0.0	0.0	0.0
soxb	GCF_001620265.1	0.1	0.08	o__Rhodobacterales	4	0.08	0.09	0.0
soxb	GCF_026409565.1	0.01	0.0	o__Sneathiellales	4	0.0	0.005	0.0
soxb	GCF_000202835.1	0.87	0.88	o__Acetobacterales	4	0.87	0.875	1.0
soxb	GCF_019203965.1	0.01	0.0	o__Acetobacterales	4	0.0	0.005	0.0
soxb	GCF_029318635.1	0.85	0.85	o__Rhodospirillales	3	0.85	0.85	1.0
soxb	GCF_003403095.1	0.86	0.83	o__Rhodospirillales	4	0.83	0.845	1.0
soxb	GCF_001305595.1	0.8	0.87	o__Azospirillales	4	0.8	0.835	1.0
soxb	GCF_016653635.2	0.02	0.02	o__Azospirillales	4	0.02	0.02	0.0
soxb	GCF_016806835.2	0.88	0.8	o__Azospirillales	4	0.8	0.8400000000000001	1.0
soxb	GCF_003568845.1	0.0	0.0	o__Azospirillales	4	0.0	0.0	0.0
soxb	GCF_024662015.1	0.89	0.91	o__Thalassobaculales	4	0.89	0.9	1.0
soxb	GCF_000014865.1	0.01	0.0	o__Magnetococcales	3	0.0	0.005	0.0
soxb	GCF_001723605.1	0.2	0.26	o__Campylobacterales	4	0.2	0.23	0.0
soxb	GCF_000987835.1	0.0	0.01	o__Campylobacterales	4	0.0	0.005	0.0
soxb	GCF_014931715.1	0.0	0.01	o__Campylobacterales	4	0.0	0.005	0.0
soxb	GCF_000186245.1	0.56	0.29	o__Campylobacterales	4	0.29	0.42500000000000004	0.0
soxb	GCF_030296055.1	0.0	0.0	o__Campylobacterales	3	0.0	0.0	0.0
soxb	GCF_027946175.1	0.0	0.0	o__Campylobacterales	3	0.0	0.0	0.0
soxb	GCF_027943725.1	0.0	0.0	o__Campylobacterales	3	0.0	0.0	0.0
soxb	GCF_017357825.1	0.27	0.29	o__Campylobacterales	4	0.27	0.28	0.0
soxb	GCF_000242915.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_047716755.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_015265455.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_015265475.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_009068765.1	0.0	0.0	o__Campylobacterales	3	0.0	0.0	0.0
soxb	GCF_014905115.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_000147355.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_014905135.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_014905095.1	0.0	0.01	o__Campylobacterales	4	0.0	0.005	0.0
soxb	GCF_000012965.1	0.0	0.01	o__Campylobacterales	4	0.0	0.005	0.0
soxb	GCF_039645965.1	0.94	0.9	o__Campylobacterales	4	0.9	0.9199999999999999	1.0
soxb	GCF_039645985.1	0.11	0.1	o__Campylobacterales	3	0.1	0.10500000000000001	0.0
soxb	GCF_039645565.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_039645585.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_021044585.1	0.13	0.28	o__Campylobacterales	4	0.13	0.20500000000000002	0.0
soxb	GCF_039645995.1	0.43	0.34	o__Campylobacterales	4	0.34	0.385	0.0
soxb	GCF_000183725.1	0.0	0.0	o__Campylobacterales	3	0.0	0.0	0.0
soxb	GCF_013201665.1	0.05	0.0	o__Campylobacterales	4	0.0	0.025	0.0
soxb	GCF_003544815.1	0.03	0.0	o__Campylobacterales	4	0.0	0.015	0.0
soxb	GCF_013177675.1	0.13	0.0	o__Campylobacterales	4	0.0	0.065	0.0
soxb	GCF_013177635.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_013201935.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_003544915.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_013201725.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_003660105.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_003355515.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_004214815.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_004299785.2	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_003544835.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_013201625.1	0.15	0.0	o__Campylobacterales	4	0.0	0.075	0.0
soxb	GCF_013372265.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_013201705.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_004214795.1	0.13	0.0	o__Campylobacterales	4	0.0	0.065	0.0
soxb	GCF_001956695.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_013283835.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_024267655.1	0.1	0.0	o__Campylobacterales	4	0.0	0.05	0.0
soxb	GCF_003346815.1	0.17	0.01	o__Campylobacterales	4	0.01	0.09000000000000001	0.0
soxb	GCF_006459125.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_013201825.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_042214795.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_000092245.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_003544855.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_003544935.1	0.0	0.0	o__Campylobacterales	4	0.0	0.0	0.0
soxb	GCF_000022145.1	0.83	0.83	o__Myxococcales	4	0.83	0.83	1.0
soxb	GCF_011006175.1	0.0	0.01	o__Aquificales	3	0.0	0.005	0.0
soxb	GCF_033971325.1	0.0	0.0	o__Aquificales	3	0.0	0.0	0.0
soxb	GCF_000512735.1	0.0	0.0	o__Aquificales	3	0.0	0.0	0.0
soxb	GCF_000025605.1	0.9	0.93	o__Aquificales	3	0.9	0.915	1.0
soxb	GCF_900142435.1	0.0	0.0	o__Aquificales	3	0.0	0.0	0.0
soxb	GCF_000008625.1	0.0	0.0	o__Aquificales	3	0.0	0.0	0.0
soxb	GCF_000021565.1	0.0	0.0	o__Aquificales	3	0.0	0.0	0.0
soxb	GCF_000021545.1	0.0	0.0	o__Aquificales	3	0.0	0.0	0.0
soxb	GCF_000020645.1	0.02	0.0	o__Chlorobiales	3	0.0	0.01	0.0
soxb	GCF_001747405.1	0.22	0.25	o__Chlorobiales	3	0.22	0.235	0.0
soxb	GCF_000006985.1	0.42	0.3	o__Chlorobiales	3	0.3	0.36	0.0
soxb	GCF_000020505.1	0.31	0.31	o__Chlorobiales	3	0.31	0.31	0.0
soxb	GCF_027923555.1	0.82	0.83	o__Vulcanimicrobiales	4	0.82	0.825	1.0
soxb	GCF_000024425.1	0.0	0.11	o__Deinococcales	4	0.0	0.055	0.0
soxb	GCF_000092125.1	0.0	0.11	o__Deinococcales	4	0.0	0.055	0.0
soxb	GCF_004684245.1	0.0	0.0	o__Deinococcales	4	0.0	0.0	0.0
soxb	GCF_000091545.1	0.0	0.0	o__Deinococcales	4	0.0	0.0	0.0
soxc	GCF_002795845.1	0.07	0.03	o__Pseudomonadales	4	0.03	0.05	0.0
soxc	GCF_024347215.1	0.9	0.87	o__Pseudomonadales	4	0.87	0.885	1.0
soxc	GCF_008630635.1	0.44	0.66	o__Pseudomonadales	4	0.44	0.55	0.0
soxc	GCF_001854125.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxc	GCF_017301335.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxc	GCF_009650135.1	0.35	0.2	o__Pseudomonadales	4	0.2	0.275	0.0
soxc	GCF_033723955.1	0.76	0.82	o__Pseudomonadales	4	0.76	0.79	1.0
soxc	GCF_009910365.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxc	GCF_000153125.2	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxc	GCF_045689235.1	0.0	0.0	o__Pseudomonadales	4	0.0	0.0	0.0
soxc	GCF_000968535.2	0.73	0.82	o__Methylococcales	4	0.73	0.7749999999999999	1.0
soxc	GCF_034479635.1	0.01	0.0	o__Halothiobacillales	4	0.0	0.005	0.0
soxc	GCF_000024765.1	0.0	0.0	o__Halothiobacillales	4	0.0	0.0	0.0
soxc	GCF_001663815.1	0.0	0.0	o__Halothiobacillales	4	0.0	0.0	0.0
soxc	GCF_050749815.1	0.09	0.21	o__Xanthomonadales	4	0.09	0.15	0.0
soxc	GCF_009938015.1	0.77	0.81	o__Burkholderiales	4	0.77	0.79	1.0
soxc	GCF_013003965.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_013003985.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_001051995.2	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_002872475.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_003574215.1	0.0	0.41	o__Burkholderiales	4	0.0	0.205	0.0
soxc	GCF_010983895.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_017309585.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_041378895.1	0.19	0.26	o__Burkholderiales	3	0.19	0.225	0.0
soxc	GCF_020510565.1	0.25	0.14	o__Burkholderiales	4	0.14	0.195	0.0
soxc	GCF_020510525.1	0.48	0.48	o__Burkholderiales	4	0.48	0.48	0.0
soxc	GCF_008274805.1	0.13	0.53	o__Burkholderiales	4	0.13	0.33	0.0
soxc	GCF_009746125.1	0.73	0.54	o__Burkholderiales	4	0.54	0.635	1.0
soxc	GCF_021165955.1	0.23	0.16	o__Burkholderiales	4	0.16	0.195	0.0
soxc	GCF_045016065.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_015689335.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_900130075.1	0.45	0.5	o__Burkholderiales	4	0.45	0.475	0.0
soxc	GCF_007954405.1	0.86	0.91	o__Burkholderiales	4	0.86	0.885	1.0
soxc	GCF_003008575.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_033100095.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_014395975.1	0.01	0.01	o__Burkholderiales	4	0.01	0.01	0.0
soxc	GCF_014489595.1	0.0	0.01	o__Burkholderiales	4	0.0	0.005	0.0
soxc	GCF_017498525.1	0.01	0.0	o__Burkholderiales	4	0.0	0.005	0.0
soxc	GCF_000215705.1	0.07	0.0	o__Burkholderiales	4	0.0	0.035	0.0
soxc	GCF_019973615.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_001761385.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_011388215.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_020162115.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_002222655.1	0.01	0.03	o__Burkholderiales	4	0.01	0.02	0.0
soxc	GCF_021049305.1	0.0	0.01	o__Burkholderiales	4	0.0	0.005	0.0
soxc	GCF_030254645.1	0.02	0.02	o__Burkholderiales	4	0.02	0.02	0.0
soxc	GCF_000019785.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_023734135.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_026013905.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_000253115.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_002028405.1	0.0	0.0	o__Burkholderiales	4	0.0	0.0	0.0
soxc	GCF_047549485.1	0.08	0.28	o__Burkholderiales	4	0.08	0.18000000000000002	0.0
soxc	GCF_000972785.3	0.1	0.04	o__Burkholderiales	4	0.04	0.07	0.0
soxc	GCF_000934605.2	0.7	0.61	o__Burkholderiales	4	0.61	0.655	1.0
soxc	GCF_001029105.3	0.58	0.6	o__Burkholderiales	4	0.58	0.59	1.0
