assembly_accession	cluster_id	window_bp	span_abs_gc_difference	local_abs_gc_difference	observed_span_abs_gc_deviation	observed_local_abs_gc_deviation	controls
GCF_000828615.1	GCF_000828615.1:NZ_AP012273.1:sox_cluster_1	5000	0.005523614612645039	-0.011118325505409565	0.023339925389653016	0.002406653035712858	20
GCF_000828615.1	GCF_000828615.1:NZ_AP012273.1:sox_cluster_1	10000	0.005523614612645039	-0.012396675309697725	0.023339925389653016	0.0005309281136609556	20
GCF_000828615.1	GCF_000828615.1:NZ_AP012273.1:sox_cluster_1	20000	0.005523614612645039	-0.00497220464088069	0.023339925389653016	0.0039378905036221434	20
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_1	5000	-0.0029746305003701566	-0.007804088821341254	0.017107530335725762	0.004572628876771567	20
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_1	10000	-0.0029746305003701566	-0.003407599909364706	0.017107530335725762	0.0062655735885808195	20
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_1	20000	-0.0029746305003701566	0.002030337013389233	0.017107530335725762	0.012509972910936251	20
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_2	5000	-0.0021186177279788943	-0.0050240810037298685	0.019099465396587467	0.012035305391251083	20
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_2	10000	-0.0021186177279788943	-0.015301320987298129	0.019099465396587467	0.0001939514125217645	20
GCF_000828635.1	GCF_000828635.1:NZ_AP012547.1:sox_cluster_2	20000	-0.0021186177279788943	-0.00555057777264773	0.019099465396587467	0.008335113486630519	20
GCF_000934605.2	GCF_000934605.2:NZ_CP010897.2:sox_cluster_1	5000	-0.00784526799295231	-0.004663952711670244	0.009531402479375672	0.00812586878964705	20
GCF_000934605.2	GCF_000934605.2:NZ_CP010897.2:sox_cluster_1	10000	-0.00784526799295231	0.0018510355895544838	0.009531402479375672	0.010400458367125442	20
GCF_000934605.2	GCF_000934605.2:NZ_CP010897.2:sox_cluster_1	20000	-0.00784526799295231	0.004580247895242373	0.009531402479375672	0.01238912957673044	20
GCF_000954135.1	GCF_000954135.1:NZ_CP010799.1:sox_cluster_1	5000	-0.005102321179287944	-0.006021151052521478	0.016374618666453844	0.011694827570239541	20
GCF_000954135.1	GCF_000954135.1:NZ_CP010799.1:sox_cluster_1	10000	-0.005102321179287944	-0.01015146616553383	0.016374618666453844	0.003563563354439303	20
GCF_000954135.1	GCF_000954135.1:NZ_CP010799.1:sox_cluster_1	20000	-0.005102321179287944	-0.011833094854928006	0.016374618666453844	0.0013991504271629873	20
GCF_000967425.1	GCF_000967425.1:NZ_FO082820.1:sox_cluster_1	5000	-0.007984859458463339	-0.005000323234220361	0.007974060849150644	0.009282766443558854	20
GCF_000967425.1	GCF_000967425.1:NZ_FO082820.1:sox_cluster_1	10000	-0.007984859458463339	-0.011544582220991185	0.007974060849150644	0.0006429904264725339	20
GCF_000967425.1	GCF_000967425.1:NZ_FO082820.1:sox_cluster_1	20000	-0.007984859458463339	-0.005923335366308386	0.007974060849150644	0.004257039665714224	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_1	5000	-0.013756084731320842	-0.01768610377095033	0.024949149428458772	0.0002334176031691393	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_1	10000	-0.013756084731320842	-0.014328597229434617	0.024949149428458772	0.001674883146598527	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_1	20000	-0.013756084731320842	-0.00806366721573407	0.024949149428458772	0.004059293169837663	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_2	5000	0.03001081152289119	0.002650074836558855	0.055854635898941074	0.01966145995291929	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_2	10000	0.03001081152289119	-0.00997614559692655	0.055854635898941074	0.004244193237188443	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_2	20000	0.03001081152289119	-0.00476193748936427	0.055854635898941074	0.00563045549426483	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_3	5000	0.006234625756218434	-0.020852415898058453	0.04200981955466804	0.0011765084710939067	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_3	10000	0.006234625756218434	-0.013857096963243734	0.04200981955466804	0.004450832715022224	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_3	20000	0.006234625756218434	-0.013395076304554793	0.04200981955466804	0.0022695355832202946	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_4	5000	-0.016973567575894508	-0.004353856673528741	0.01762103004959953	0.01208144382367099	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_4	10000	-0.016973567575894508	0.0015979893204018602	0.01762103004959953	0.015020508911050168	20
GCF_000968535.2	GCF_000968535.2:NC_016112.1:sox_cluster_4	20000	-0.016973567575894508	-0.004788757810082508	0.01762103004959953	0.006733898215718237	20
GCF_000972785.3	GCF_000972785.3:NZ_CP011253.3:sox_cluster_1	5000	-0.0022469620982063397	0.0027217094122297335	0.01324181251616774	0.015606968111855801	20
GCF_000972785.3	GCF_000972785.3:NZ_CP011253.3:sox_cluster_1	10000	-0.0022469620982063397	0.008448720323735393	0.01324181251616774	0.01967823396325974	20
GCF_000972785.3	GCF_000972785.3:NZ_CP011253.3:sox_cluster_1	20000	-0.0022469620982063397	0.010660577968650126	0.01324181251616774	0.01997539664021475	20
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_1	5000	-0.006125590990547025	0.002622287275679436	0.012961856828194784	0.014319148042028551	20
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_1	10000	-0.006125590990547025	-0.006633716122822158	0.012961856828194784	0.004019783576955871	20
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_1	20000	-0.006125590990547025	-0.008810193961510874	0.012961856828194784	0.0008476325808181584	20
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_2	5000	-0.026018856907456967	-0.01724726404964535	0.002492219463542389	0.004964262842425404	20
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_2	10000	-0.026018856907456967	-0.017026355231816205	0.002492219463542389	0.0033608114850119386	20
GCF_000973625.1	GCF_000973625.1:NZ_CP007501.1:sox_cluster_2	20000	-0.026018856907456967	-0.013464518484911791	0.002492219463542389	0.00354867925004404	20
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_1	5000	0.011496885062912571	0.03010104234986055	0.029401525803297357	0.04060634435606131	20
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_1	10000	0.011496885062912571	0.018482821130375665	0.029401525803297357	0.03018485073721011	20
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_1	20000	0.011496885062912571	0.009796959306635909	0.029401525803297357	0.020597678265116215	20
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_2	5000	-0.017139689971434474	0.015166905606387357	0.01280314908642255	0.0367426329243144	20
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_2	10000	-0.017139689971434474	0.010596684015818817	0.01280314908642255	0.025654357543361705	20
GCF_000987835.1	GCF_000987835.1:NZ_CP011308.1:sox_cluster_2	20000	-0.017139689971434474	0.0011092433287067604	0.01280314908642255	0.013299402091961399	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_1	5000	0.02983133363517257	0.01967368647638145	0.06385810273427683	0.04221995680728441	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_1	10000	0.02983133363517257	0.0013863417128118782	0.06385810273427683	0.01821371864862298	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_1	20000	0.02983133363517257	-0.004335913431794897	0.06385810273427683	0.009357282903047381	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_2	5000	0.0480800144304442	0.014023527177652479	0.07935409485243733	0.03366473491513555	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_2	10000	0.0480800144304442	0.006403110720834842	0.07935409485243733	0.025658155613714206	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_2	20000	0.0480800144304442	0.0004373815486209687	0.07935409485243733	0.014383920209263823	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_3	5000	-0.005258948143273823	0.008046453494204681	0.014211525011601722	0.025801327966006316	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_3	10000	-0.005258948143273823	0.002625572951325622	0.014211525011601722	0.017903740967037285	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_3	20000	-0.005258948143273823	-0.009749006087666401	0.014211525011601722	0.0024809837036054994	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_4	5000	-0.005360095104179119	-0.019499114596070517	0.02847711419814647	0.004512490445523265	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_4	10000	-0.005360095104179119	-0.017861706941285065	0.02847711419814647	0.004914715928396873	20
GCF_001007875.1	GCF_001007875.1:NZ_CP011412.1:sox_cluster_4	20000	-0.005360095104179119	-0.013148071849951887	0.02847711419814647	0.0040272058326557	20
GCF_001017435.1	GCF_001017435.1:NZ_CP011371.1:sox_cluster_1	5000	-0.010340734317129058	-0.015174307612393429	0.006278075241622716	0.0010132825450042127	20
GCF_001017435.1	GCF_001017435.1:NZ_CP011371.1:sox_cluster_1	10000	-0.010340734317129058	-0.009601428829224356	0.006278075241622716	0.004145993124947345	20
GCF_001017435.1	GCF_001017435.1:NZ_CP011371.1:sox_cluster_1	20000	-0.010340734317129058	-0.0005374544178905427	0.006278075241622716	0.010412261760529007	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_1	5000	0.018528327647635467	-0.017936084411734526	0.044972183843233315	0.0002647130306870915	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_1	10000	0.018528327647635467	-0.0035440910063496366	0.044972183843233315	0.012249494737277877	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_1	20000	0.018528327647635467	0.003449728725695156	0.044972183843233315	0.016664572541712497	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_2	5000	0.005116771434085804	0.030897489048853165	0.02183814240107851	0.045696466722115914	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_2	10000	0.005116771434085804	0.04825443290197044	0.02183814240107851	0.06299023116325286	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_2	20000	0.005116771434085804	0.040066822564168034	0.02183814240107851	0.05147223572138093	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_3	5000	0.004993539016688553	-0.008146786102628062	0.03200824889720033	0.007210262457350569	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_3	10000	0.004993539016688553	-0.006981871559897507	0.03200824889720033	0.004895900791399788	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_3	20000	0.004993539016688553	-0.007921675505154963	0.03200824889720033	0.0012905205560687083	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_4	5000	0.005574282978325301	-0.010528418843419162	0.03313039270401108	0.008174879571696603	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_4	10000	0.005574282978325301	-0.0020570904754672547	0.03313039270401108	0.013420857283701126	20
GCF_001020955.1	GCF_001020955.1:NZ_CP011367.1:sox_cluster_4	20000	0.005574282978325301	-0.011751650585073497	0.03313039270401108	0.0009786755889348298	20
GCF_001029105.3	GCF_001029105.3:NZ_CP011807.3:sox_cluster_1	5000	-0.0032087367563459757	-0.0019116904918118015	0.009381936197424667	0.00888347039309001	20
GCF_001029105.3	GCF_001029105.3:NZ_CP011807.3:sox_cluster_1	10000	-0.0032087367563459757	0.001944167611315245	0.009381936197424667	0.011083515606333805	20
GCF_001029105.3	GCF_001029105.3:NZ_CP011807.3:sox_cluster_1	20000	-0.0032087367563459757	0.007171438408678061	0.009381936197424667	0.014568636541125723	20
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_1	5000	-0.0025137988576013903	-0.0014707174410260259	0.01405399648699468	0.01697659597585921	20
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_1	10000	-0.0025137988576013903	-0.003201131038475913	0.01405399648699468	0.013979947728735342	20
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_1	20000	-0.0025137988576013903	-0.0011057831599082634	0.01405399648699468	0.012806432785546162	20
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_2	5000	-4.1682517757635205e-05	-0.007573330612038143	0.023290535376101595	0.013235307855121059	20
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_2	10000	-4.1682517757635205e-05	-0.012892331247018612	0.023290535376101595	0.006052534087763739	20
GCF_001051995.2	GCF_001051995.2:NZ_CP014646.1:sox_cluster_2	20000	-4.1682517757635205e-05	-0.013600990136529151	0.023290535376101595	0.00013742382477910375	20
GCF_001187845.1	GCF_001187845.1:NZ_CP012160.1:sox_cluster_1	5000	-0.011008700932892367	-0.0030359246642987668	0.0003337523414236321	0.00446585547534728	20
GCF_001187845.1	GCF_001187845.1:NZ_CP012160.1:sox_cluster_1	10000	-0.011008700932892367	-0.00309808842206129	0.0003337523414236321	0.0036590965147877963	20
GCF_001187845.1	GCF_001187845.1:NZ_CP012160.1:sox_cluster_1	20000	-0.011008700932892367	-0.006018753414894168	0.0003337523414236321	0.001347157779591046	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_1	5000	0.047400189677121375	-0.0050593374336600164	0.0715946060833853	0.004817279111169248	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_1	10000	0.047400189677121375	0.0030036475442727167	0.0715946060833853	0.010882414460035794	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_1	20000	0.047400189677121375	0.004159842158143326	0.0715946060833853	0.01058880695411546	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_2	5000	0.0015943884176328083	-0.006436934590584725	0.028083222164531074	0.0024470187686601585	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_2	10000	0.0015943884176328083	0.014438137679691921	0.028083222164531074	0.022217143735637324	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_2	20000	0.0015943884176328083	0.025603775172162786	0.028083222164531074	0.03175671979764566	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_3	5000	-0.004316413905721686	-0.006267386145413495	0.025636296330508512	0.004382237567540248	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_3	10000	-0.004316413905721686	-0.0023108233022088726	0.025636296330508512	0.0036753843663964725	20
GCF_001305575.3	GCF_001305575.3:NZ_CP012373.2:sox_cluster_3	20000	-0.004316413905721686	-0.0004163854702114056	0.025636296330508512	0.004084793865062608	20
GCF_001305595.1	GCF_001305595.1:NZ_CP012405.1:sox_cluster_1	5000	-0.0054153818156906786	-0.002347139245741553	0.008549307016535335	0.009012431131495857	20
GCF_001305595.1	GCF_001305595.1:NZ_CP012405.1:sox_cluster_1	10000	-0.0054153818156906786	0.0022627720858238607	0.008549307016535335	0.012019063495283033	20
GCF_001305595.1	GCF_001305595.1:NZ_CP012405.1:sox_cluster_1	20000	-0.0054153818156906786	0.0022792263948945733	0.008549307016535335	0.010779786016188786	20
GCF_001308265.1	GCF_001308265.1:NZ_CP012023.1:sox_cluster_1	5000	-0.014058830903064054	-0.013089592434346094	0.0039523215132928335	0.001936415367994604	20
GCF_001308265.1	GCF_001308265.1:NZ_CP012023.1:sox_cluster_1	10000	-0.014058830903064054	-0.002918740207290399	0.0039523215132928335	0.010408682960558302	20
GCF_001308265.1	GCF_001308265.1:NZ_CP012023.1:sox_cluster_1	20000	-0.014058830903064054	-0.008192884968367186	0.0039523215132928335	0.006480415542891693	20
GCF_001465545.3	GCF_001465545.3:NZ_CP013480.3:sox_cluster_1	5000	0.0036457070872685515	-0.0009323687019194338	0.013619254154408789	0.006121109579095063	20
GCF_001465545.3	GCF_001465545.3:NZ_CP013480.3:sox_cluster_1	10000	0.0036457070872685515	-0.0021738502228612565	0.013619254154408789	0.004543813479686243	20
GCF_001465545.3	GCF_001465545.3:NZ_CP013480.3:sox_cluster_1	20000	0.0036457070872685515	0.00493074528647815	0.013619254154408789	0.010787493736280074	20
GCF_001465595.2	GCF_001465595.2:NZ_CP013481.2:sox_cluster_1	5000	0.0013294655000180623	-0.0063403378624832364	0.016953985265817484	0.008283403885021023	20
GCF_001465595.2	GCF_001465595.2:NZ_CP013481.2:sox_cluster_1	10000	0.0013294655000180623	0.010014833683527995	0.016953985265817484	0.02223823188495022	20
GCF_001465595.2	GCF_001465595.2:NZ_CP013481.2:sox_cluster_1	20000	0.0013294655000180623	0.011029680442065298	0.016953985265817484	0.020911444359865472	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_1	5000	-0.004157189589303334	0.006074700050579307	0.016300286865298053	0.022753882617313703	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_1	10000	-0.004157189589303334	-0.002029424230115889	0.016300286865298053	0.01136402436814088	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_1	20000	-0.004157189589303334	-0.008985040543752982	0.016300286865298053	0.004516333568055142	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_2	5000	0.012848095432782508	-0.003695807771993925	0.03140226413448688	0.009713879535012904	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_2	10000	0.012848095432782508	-0.007348960349660372	0.03140226413448688	0.0026755438989090052	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_2	20000	0.012848095432782508	-0.006618296081939601	0.03140226413448688	0.0043034373941786	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_3	5000	-0.01641693521534342	-0.0017559729675715064	0.0035256022284592126	0.0124337506886385	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_3	10000	-0.01641693521534342	-6.139519008706018e-05	0.0035256022284592126	0.012106240616480912	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_3	20000	-0.01641693521534342	0.0028550541479578305	0.0035256022284592126	0.013427419236099691	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_4	5000	-0.0023505703326332783	-0.011433867338105252	0.016889792479158117	0.002209573873094395	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_4	10000	-0.0023505703326332783	-0.000580649702148961	0.016889792479158117	0.012134204596046416	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_4	20000	-0.0023505703326332783	0.004472765559156206	0.016889792479158117	0.0174039154142287	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_5	5000	0.008046177112515457	0.03746491251945785	0.03334593730436197	0.050160856180744284	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_5	10000	0.008046177112515457	0.035306789414786224	0.03334593730436197	0.04649210946361826	20
GCF_001579845.1	GCF_001579845.1:NZ_CP007440.1:sox_cluster_5	20000	0.008046177112515457	0.02346822630439068	0.03334593730436197	0.03535167314380128	20
GCF_001587155.1	GCF_001587155.1:NZ_CP012943.1:sox_cluster_1	5000	0.0030079306662099126	-0.0052958675849628985	0.0265871475091779	0.014272248215923544	20
GCF_001587155.1	GCF_001587155.1:NZ_CP012943.1:sox_cluster_1	10000	0.0030079306662099126	-0.003686568056903888	0.0265871475091779	0.01363566430546681	20
GCF_001587155.1	GCF_001587155.1:NZ_CP012943.1:sox_cluster_1	20000	0.0030079306662099126	-0.007151058658520476	0.0265871475091779	0.004858887666663314	20
GCF_001598055.1	GCF_001598055.1:NZ_CP014844.1:sox_cluster_1	5000	-0.008929519583614981	-0.018198632280154677	0.019372794394196702	0.006783849378234175	20
GCF_001598055.1	GCF_001598055.1:NZ_CP014844.1:sox_cluster_1	10000	-0.008929519583614981	-0.023619694955717606	0.019372794394196702	0.00037870355273483813	20
GCF_001598055.1	GCF_001598055.1:NZ_CP014844.1:sox_cluster_1	20000	-0.008929519583614981	-0.013544931893569761	0.019372794394196702	0.008915767063553681	20
GCF_001598055.1	GCF_001598055.1:NZ_CP014845.1:sox_cluster_2	5000	0.013265117152839605	-0.0014392470594202956	0.0453407316904727	0.024739071422344328	20
GCF_001598055.1	GCF_001598055.1:NZ_CP014845.1:sox_cluster_2	10000	0.013265117152839605	0.00032452136539155017	0.0453407316904727	0.02362866458433399	20
GCF_001598055.1	GCF_001598055.1:NZ_CP014845.1:sox_cluster_2	20000	0.013265117152839605	0.0043283606783440735	0.0453407316904727	0.025763226745581624	20
GCF_001620265.1	GCF_001620265.1:NZ_CP012661.1:sox_cluster_1	5000	-0.017091878440711916	-0.006096158319860656	0.0017725192108544174	0.0078220005785814	20
GCF_001620265.1	GCF_001620265.1:NZ_CP012661.1:sox_cluster_1	10000	-0.017091878440711916	-0.0033412081679119188	0.0017725192108544174	0.009725193822463174	20
GCF_001620265.1	GCF_001620265.1:NZ_CP012661.1:sox_cluster_1	20000	-0.017091878440711916	0.0013388425189204023	0.0017725192108544174	0.014121177736321266	20
GCF_001633165.1	GCF_001633165.1:NZ_CP015418.1:sox_cluster_1	5000	-0.023607951036083076	-0.013617133502669887	0.0047785027239996	0.007263975868537553	20
GCF_001633165.1	GCF_001633165.1:NZ_CP015418.1:sox_cluster_1	10000	-0.023607951036083076	-0.011332532681367257	0.0047785027239996	0.0065788043841708	20
GCF_001633165.1	GCF_001633165.1:NZ_CP015418.1:sox_cluster_1	20000	-0.023607951036083076	-0.011824964184248804	0.0047785027239996	0.004527561381535428	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_1	5000	-0.018746830388347104	-0.005024924724688307	0.006733982390950133	0.012578353773382234	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_1	10000	-0.018746830388347104	0.0027497123886489503	0.006733982390950133	0.017350959500078478	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_1	20000	-0.018746830388347104	0.000735614286512487	0.006733982390950133	0.01569998615477164	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_2	5000	-0.00955220499274705	-0.006005727039043657	0.01896977890794782	0.01298558939804606	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_2	10000	-0.00955220499274705	0.002408192272832821	0.01896977890794782	0.01768292508945679	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_2	20000	-0.00955220499274705	-0.00385455924214313	0.01896977890794782	0.010617656478362325	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_3	5000	-0.017551086575530568	-0.012969289331149741	0.003696127021805551	0.0033636547144773044	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_3	10000	-0.017551086575530568	-0.004664206312250891	0.003696127021805551	0.010664793740956302	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_3	20000	-0.017551086575530568	-0.0012020689432318543	0.003696127021805551	0.011586666934500056	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_4	5000	-0.02126836592196531	-0.007239000598066964	0.003220132438394696	0.007999592201683114	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_4	10000	-0.02126836592196531	-0.0044235054569344455	0.003220132438394696	0.009863723683426029	20
GCF_001642675.1	GCF_001642675.1:NZ_CP011360.1:sox_cluster_4	20000	-0.02126836592196531	0.00013378278552522715	0.003220132438394696	0.01346457210278662	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_1	5000	-0.007858849019412667	-0.010058696684305719	0.01166496050439686	0.003306957741420702	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_1	10000	-0.007858849019412667	-0.007479191595913528	0.01166496050439686	0.00389345428510135	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_1	20000	-0.007858849019412667	-0.007287526820885318	0.01166496050439686	0.002565482936669139	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_2	5000	-0.01744828867697148	-0.016053694630823612	0.007076222799893284	0.0004913100559544858	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_2	10000	-0.01744828867697148	-0.006816482943334143	0.007076222799893284	0.007688379101409126	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_2	20000	-0.01744828867697148	-0.00022090310610186904	0.007076222799893284	0.01246629231306673	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_3	5000	-0.002011599564254346	-0.001895830519936137	0.017481825875402313	0.00790788975538187	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_3	10000	-0.002011599564254346	0.0012717080199259434	0.017481825875402313	0.010333351230770393	20
GCF_001659725.1	GCF_001659725.1:NZ_CP015922.1:sox_cluster_3	20000	-0.002011599564254346	-0.007078514712360831	0.017481825875402313	0.0029931348527181822	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_1	5000	0.007993670143844542	0.00028946973252740873	0.029181591299247245	0.017527562491972737	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_1	10000	0.007993670143844542	-0.003705820000994714	0.029181591299247245	0.011437422331327496	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_1	20000	0.007993670143844542	-0.0038351414813407926	0.029181591299247245	0.009633796119936644	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_2	5000	0.018070017135627423	-0.009801506591025095	0.05076773201995366	0.011648825757571646	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_2	10000	0.018070017135627423	-0.010648557988822749	0.05076773201995366	0.009581361091236307	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_2	20000	0.018070017135627423	-0.0024539756750417475	0.05076773201995366	0.015684673333313803	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_3	5000	-0.0057741713017214705	0.004809691251320564	0.017635475125904243	0.020405739062591577	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_3	10000	-0.0057741713017214705	0.006200388165988863	0.017635475125904243	0.02235777816222806	20
GCF_001663815.1	GCF_001663815.1:NZ_CP016027.1:sox_cluster_3	20000	-0.0057741713017214705	-0.00707929747672178	0.017635475125904243	0.008119869028414883	20
GCF_001663855.1	GCF_001663855.1:NZ_CP016022.1:sox_cluster_1	5000	0.013376297579165563	-0.008868426790983824	0.02897673633354325	0.003038389396226804	20
GCF_001663855.1	GCF_001663855.1:NZ_CP016022.1:sox_cluster_1	10000	0.013376297579165563	-0.008318952564776178	0.02897673633354325	0.0010781180286859593	20
GCF_001663855.1	GCF_001663855.1:NZ_CP016022.1:sox_cluster_1	20000	0.013376297579165563	3.863978038541882e-05	0.02897673633354325	0.006757378647926804	20
