family	donor_node	recipient_node	donor_is_terminal	recipient_is_terminal	sample_support_count	sample_support	donor_class	donor_order	recipient_class	recipient_order
soxb	GCF_012932215.1	GCF_026191725.2	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxb	GCF_026191725.2	GCF_044772865.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxb	GCF_024267655.1	GCF_004214795.1	True	True	6	0.06	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxb	GCF_027594865.1	GCF_015291705.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxb	GCF_003568845.1	GCF_016653635.2	True	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Azospirillales
soxb	GCF_032842945.2	GCF_012932215.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxb	GCF_001723605.1	GCF_000186245.1	True	True	3	0.03	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxb	GCF_014495845.1	GCF_000154705.2	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxb	GCF_003324675.1	GCF_008824185.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxb	GCF_024662015.1	GCF_018282095.1	True	True	1	0.01	c__Alphaproteobacteria	o__Thalassobaculales	c__Alphaproteobacteria	o__Rhizobiales
soxb	GCF_014495845.1	GCF_001953055.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxb	GCF_000011965.2	GCF_045277565.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_024662015.1	GCF_003403095.1	True	True	10	0.1	c__Alphaproteobacteria	o__Thalassobaculales	c__Alphaproteobacteria	o__Rhodospirillales
soxc	GCF_000202835.1	GCF_018736085.1	True	True	8	0.08	c__Alphaproteobacteria	o__Acetobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_016806125.1	GCF_029958925.1	True	True	12	0.12	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_014495845.1	GCF_000967425.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_025639885.1	GCF_040790665.1	True	True	71	0.71	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_019203965.1	GCF_016653635.2	True	True	79	0.79	c__Alphaproteobacteria	o__Acetobacterales	c__Alphaproteobacteria	o__Azospirillales
soxc	GCF_020510525.1	GCF_020510565.1	True	True	25	0.25	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_040409955.1	GCF_032842945.2	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_041200145.1	GCF_027594865.1	True	True	89	0.89	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_026191725.2	GCF_012932215.1	True	True	33	0.33	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_001620265.1	GCF_005234135.1	True	True	35	0.35	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_002119765.1	GCF_003966715.1	True	True	83	0.83	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_032842945.2	GCF_026191725.2	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_014495845.1	GCF_900231165.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_026898155.1	GCF_016806835.2	True	True	91	0.91	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxc	GCF_018736085.1	GCF_001693515.2	True	True	24	0.24	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_001187845.1	GCF_038443675.1	True	True	67	0.67	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000013885.1	GCF_009938015.1	True	True	41	0.41	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_002795845.1	GCF_009650135.1	True	True	35	0.35	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_001465595.2	GCF_001465545.3	True	True	87	0.87	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_000968535.2	GCF_000143145.1	True	True	20	0.2	c__Gammaproteobacteria	o__Methylococcales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_000013885.1	GCF_008932115.1	True	True	21	0.21	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_000968535.2	GCF_024347215.1	True	True	11	0.11	c__Gammaproteobacteria	o__Methylococcales	c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_040409955.1	GCF_012932215.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_012932215.1	GCF_026191725.2	True	True	40	0.4	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_002504165.1	GCF_022788655.1	True	True	63	0.63	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_029958925.1	GCF_016806125.1	True	True	32	0.32	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000967425.1	GCF_900231165.1	True	True	25	0.25	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_025639885.1	GCF_008728195.1	True	True	55	0.55	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_020510565.1	GCF_020510525.1	True	True	47	0.47	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_047549485.1	GCF_009746125.1	True	True	39	0.39	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_033723955.1	GCF_050749815.1	True	True	3	0.03	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Xanthomonadales
soxc	GCF_001305595.1	GCF_040269895.1	True	True	39	0.39	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_018279705.1	GCF_030413175.1	True	True	42	0.42	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_008728195.1	GCF_040790665.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000967425.1	GCF_014495845.1	True	True	61	0.61	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_040269895.1	GCF_001305595.1	True	True	38	0.38	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxc	GCF_039645995.1	GCF_021044585.1	True	True	12	0.12	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxc	GCF_014905135.1	GCF_014905095.1	True	True	6	0.06	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxc	GCF_014905135.1	GCF_000147355.1	True	True	2	0.02	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxc	GCF_008932115.1	GCF_000013885.1	True	True	19	0.19	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_040790665.1	GCF_025639885.1	True	True	7	0.07	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000143145.1	GCF_000968535.2	True	True	38	0.38	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Methylococcales
soxc	GCF_000143145.1	GCF_024347215.1	True	True	21	0.21	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_026191725.2	GCF_032842945.2	True	True	12	0.12	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_030413175.1	GCF_018279705.1	True	True	31	0.31	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_000202835.1	GCF_001693515.2	True	True	9	0.09	c__Alphaproteobacteria	o__Acetobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_040409955.1	GCF_026191725.2	True	True	11	0.11	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_001029105.3	GCF_000815105.2	True	True	15	0.15	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_020510525.1	GCF_041378895.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_038443675.1	GCF_001187845.1	True	True	13	0.13	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_001659725.1	GCF_024347215.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_018282095.1	GCF_003403095.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodospirillales
soxc	GCF_018282095.1	GCF_029853695.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_018282095.1	GCF_024662015.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Thalassobaculales
soxc	GCF_021044585.1	GCF_039645995.1	True	True	50	0.5	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxc	GCF_024347215.1	GCF_000968535.2	True	True	6	0.06	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Methylococcales
soxc	GCF_026898155.1	GCF_014495845.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_009938015.1	GCF_000013885.1	True	True	33	0.33	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_001889605.1	GCF_007922615.2	True	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_026409565.1	GCF_003568845.1	True	True	9	0.09	c__Alphaproteobacteria	o__Sneathiellales	c__Alphaproteobacteria	o__Azospirillales
soxc	GCF_016653635.2	GCF_019203965.1	True	True	9	0.09	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Acetobacterales
soxc	GCF_001029105.3	GCF_000934605.2	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_002504165.1	GCF_003544895.1	True	True	8	0.08	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_022788655.1	GCF_002504165.1	True	True	21	0.21	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_002865605.1	GCF_003544895.1	True	True	10	0.1	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_013358405.1	GCF_000154705.2	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_022788655.1	GCF_002865605.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_032842945.2	GCF_012932215.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_050749815.1	GCF_033723955.1	True	True	2	0.02	c__Gammaproteobacteria	o__Xanthomonadales	c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_003966715.1	GCF_002119765.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_003403095.1	GCF_024662015.1	True	True	10	0.1	c__Alphaproteobacteria	o__Rhodospirillales	c__Alphaproteobacteria	o__Thalassobaculales
soxc	GCF_002865605.1	GCF_022788655.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_007922615.2	GCF_001889605.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_000968535.2	GCF_001659725.1	True	True	4	0.04	c__Gammaproteobacteria	o__Methylococcales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_001693515.2	GCF_018736085.1	True	True	18	0.18	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_001308265.1	GCF_005234135.1	True	True	13	0.13	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_003544895.1	GCF_002865605.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_022788655.1	GCF_003544895.1	True	True	5	0.05	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_001620265.1	GCF_001308265.1	True	True	12	0.12	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_005234135.1	GCF_001308265.1	True	True	15	0.15	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_044772865.1	GCF_032842945.2	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000968535.2	GCF_009938015.1	True	True	1	0.01	c__Gammaproteobacteria	o__Methylococcales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_009938015.1	GCF_008932115.1	True	True	17	0.17	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_002504165.1	GCF_002865605.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000143145.1	GCF_008932115.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_900231165.1	GCF_000967425.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_009746125.1	GCF_047549485.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_009650135.1	GCF_002795845.1	True	True	7	0.07	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_018736085.1	GCF_000202835.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Acetobacterales
soxc	GCF_002278135.3	GCF_004114915.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_000147355.1	GCF_014905135.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxc	GCF_000143145.1	GCF_001659725.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_001633165.1	GCF_002865605.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_001633165.1	GCF_003544895.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_012932215.1	GCF_032842945.2	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_003544895.1	GCF_022788655.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_008932115.1	GCF_009938015.1	True	True	10	0.1	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_000016345.1	GCF_018687595.1	True	True	3	0.03	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_008728195.1	GCF_025639885.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_003568845.1	GCF_026409565.1	True	True	8	0.08	c__Alphaproteobacteria	o__Azospirillales	c__Alphaproteobacteria	o__Sneathiellales
soxc	GCF_018687595.1	GCF_000016345.1	True	True	4	0.04	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_032842945.2	GCF_044772865.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_000218565.1	GCF_032397745.1	True	True	3	0.03	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_014905095.1	GCF_014905135.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxc	GCF_000147355.1	GCF_014905095.1	True	True	1	0.01	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxc	GCF_024662015.1	GCF_029853695.1	True	True	1	0.01	c__Alphaproteobacteria	o__Thalassobaculales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_001940525.2	GCF_002085925.2	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_001305595.1	GCF_008274805.1	True	True	1	0.01	c__Alphaproteobacteria	o__Azospirillales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_044772865.1	GCF_012932215.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_003544895.1	GCF_002504165.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_002865605.1	GCF_002504165.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxc	GCF_002355335.1	GCF_002119765.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_001659725.1	GCF_008932115.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_008932115.1	GCF_024347215.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_026013905.1	GCF_030254645.1	True	True	2	0.02	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_000022145.1	GCF_033723955.1	True	True	2	0.02	c__Myxococcia	o__Myxococcales	c__Gammaproteobacteria	o__Pseudomonadales
soxc	GCF_000022145.1	GCF_001305595.1	True	True	1	0.01	c__Myxococcia	o__Myxococcales	c__Alphaproteobacteria	o__Azospirillales
soxc	GCF_050749815.1	GCF_000022145.1	True	True	1	0.01	c__Gammaproteobacteria	o__Xanthomonadales	c__Myxococcia	o__Myxococcales
soxc	GCF_001693515.2	GCF_000202835.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Acetobacterales
soxc	GCF_024347215.1	GCF_001659725.1	True	True	1	0.01	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_000154705.2	GCF_013358405.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_013004065.1	GCF_036323495.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_000968535.2	GCF_008932115.1	True	True	1	0.01	c__Gammaproteobacteria	o__Methylococcales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_018687595.1	GCF_013307225.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxc	GCF_032397745.1	GCF_000218565.1	True	True	1	0.01	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxc	GCF_033723955.1	GCF_000022145.1	True	True	1	0.01	c__Gammaproteobacteria	o__Pseudomonadales	c__Myxococcia	o__Myxococcales
soxc	GCF_027923555.1	GCF_000202835.1	True	True	1	0.01	c__Vulcanimicrobiia	o__Vulcanimicrobiales	c__Alphaproteobacteria	o__Acetobacterales
soxx	GCF_047715485.1	GCF_044772865.1	True	True	35	0.35	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_017357825.1	GCF_000012965.1	True	True	42	0.42	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_032842945.2	GCF_047715485.1	True	True	19	0.19	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_009938015.1	GCF_035621355.1	True	True	92	0.92	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_040409955.1	GCF_039724765.1	True	True	88	0.88	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_040269895.1	GCF_001305595.1	True	True	52	0.52	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Azospirillales
soxx	GCF_014495845.1	GCF_000967425.1	True	True	57	0.57	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_022811525.1	GCF_040269895.1	True	True	8	0.08	c__Gammaproteobacteria	o__Burkholderiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_024267655.1	GCF_013283835.1	True	True	26	0.26	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_007922615.2	GCF_001953055.1	True	True	86	0.86	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_000297055.2	GCF_000025705.1	True	True	69	0.69	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_016653635.2	GCF_027923555.1	True	True	51	0.51	c__Alphaproteobacteria	o__Azospirillales	c__Vulcanimicrobiia	o__Vulcanimicrobiales
soxx	GCF_014495845.1	GCF_003403095.1	True	True	34	0.34	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodospirillales
soxx	GCF_001969385.1	GCF_016806125.1	True	True	91	0.91	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_000011965.2	GCF_022788655.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_002795845.1	GCF_004786015.1	True	True	59	0.59	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Thiomicrospirales
soxx	GCF_001029105.3	GCF_001465545.3	True	True	91	0.91	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_014905095.1	GCF_039645965.1	True	True	38	0.38	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_022788655.1	GCF_000011965.2	True	True	67	0.67	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001889605.1	GCF_900231165.1	True	True	31	0.31	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_006970865.1	GCF_001761385.1	True	True	27	0.27	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_039645995.1	GCF_021044585.1	True	True	31	0.31	c__Campylobacteria	o__Campylobacterales	c__Campylobacteria	o__Campylobacterales
soxx	GCF_007922615.2	GCF_001889605.1	True	True	9	0.09	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_016807805.1	GCF_000143145.1	True	True	74	0.74	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_003008555.2	GCF_008728195.1	True	True	87	0.87	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_001620265.1	GCF_014126615.1	True	True	4	0.04	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhizobiales
soxx	GCF_018282095.1	GCF_024662015.1	True	True	79	0.79	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Thalassobaculales
soxx	GCF_017498525.1	GCF_006970865.1	True	True	1	0.01	c__Gammaproteobacteria	o__Burkholderiales	c__Gammaproteobacteria	o__Burkholderiales
soxx	GCF_026898155.1	GCF_002215215.1	True	True	35	0.35	c__Alphaproteobacteria	o__Rhizobiales	c__Gammaproteobacteria	o__Granulosicoccales
soxx	GCF_014126615.1	GCF_008824185.1	True	True	2	0.02	c__Alphaproteobacteria	o__Rhizobiales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_029953595.1	GCF_001620265.1	True	True	6	0.06	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_029953595.1	GCF_008824185.1	True	True	26	0.26	c__Alphaproteobacteria	o__Rhodobacterales	c__Alphaproteobacteria	o__Rhodobacterales
soxx	GCF_045689235.1	GCF_045689245.1	True	True	28	0.28	c__Gammaproteobacteria	o__Pseudomonadales	c__Gammaproteobacteria	o__Pseudomonadales
