family	assembly_accession	gtdb_order	gtdb_class	gene_tree_order_coherence_k10	species_tree_order_coherence_k10	order_discordance	gene_tree_class_coherence_k10	species_tree_class_coherence_k10	class_discordance
soxa	GCF_040269895.1	o__Rhizobiales	c__Alphaproteobacteria	0.0	1.0	1.0	0.1	1.0	0.9
soxa	GCF_040409955.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxa	GCF_040580765.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxa	GCF_040790665.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxa	GCF_042214795.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxa	GCF_044772865.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxa	GCF_045016065.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxa	GCF_045277565.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxa	GCF_045689235.1	o__Pseudomonadales	c__Gammaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxa	GCF_045689245.1	o__Pseudomonadales	c__Gammaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxa	GCF_047222355.1	o__Ectothiorhodospirales	c__Gammaproteobacteria	0.2	0.2	0.0	0.7	1.0	0.30000000000000004
soxa	GCF_047549485.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxa	GCF_047715485.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxa	GCF_047716755.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxa	GCF_048300925.1	o__Acidithiobacillales	c__Gammaproteobacteria	0.1	0.1	0.0	1.0	1.0	0.0
soxa	GCF_050749815.1	o__Xanthomonadales	c__Gammaproteobacteria	0.0	0.0	0.0	0.9	1.0	0.09999999999999998
soxa	GCF_900096765.1	o__Burkholderiales	c__Gammaproteobacteria	0.8	1.0	0.19999999999999996	0.8	1.0	0.19999999999999996
soxa	GCF_900130075.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxa	GCF_900142435.1	o__Aquificales	c__Aquificia	0.3	0.6	0.3	0.3	0.6	0.3
soxa	GCF_900231165.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxa	GCF_964332355.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000006985.1	o__Chlorobiales	c__Chlorobiia	0.3	0.3	0.0	0.3	0.3	0.0
soxb	GCF_000008625.1	o__Aquificales	c__Aquificia	0.7	0.7	0.0	0.7	0.7	0.0
soxb	GCF_000011965.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000012965.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000013885.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000014865.1	o__Magnetococcales	c__Magnetococcia	0.0	0.0	0.0	0.0	0.0	0.0
soxb	GCF_000015585.1	o__Nitrococcales	c__Gammaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxb	GCF_000015725.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000016345.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000018145.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_000019785.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000020505.1	o__Chlorobiales	c__Chlorobiia	0.3	0.3	0.0	0.3	0.3	0.0
soxb	GCF_000020645.1	o__Chlorobiales	c__Chlorobiia	0.3	0.3	0.0	0.3	0.3	0.0
soxb	GCF_000021545.1	o__Aquificales	c__Aquificia	0.1	0.7	0.6	0.1	0.7	0.6
soxb	GCF_000021565.1	o__Aquificales	c__Aquificia	0.1	0.7	0.6	0.1	0.7	0.6
soxb	GCF_000021985.1	o__Ectothiorhodospirales	c__Gammaproteobacteria	0.3	0.3	0.0	1.0	1.0	0.0
soxb	GCF_000022145.1	o__Myxococcales	c__Myxococcia	0.0	0.0	0.0	0.0	0.0	0.0
soxb	GCF_000024425.1	o__Deinococcales	c__Deinococci	0.3	0.3	0.0	0.3	0.3	0.0
soxb	GCF_000024765.1	o__Halothiobacillales	c__Gammaproteobacteria	0.2	0.2	0.0	1.0	1.0	0.0
soxb	GCF_000025485.1	o__Chromatiales	c__Gammaproteobacteria	0.8	0.8	0.0	1.0	1.0	0.0
soxb	GCF_000025605.1	o__Aquificales	c__Aquificia	0.7	0.7	0.0	0.7	0.7	0.0
soxb	GCF_000025705.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000069785.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000091545.1	o__Deinococcales	c__Deinococci	0.3	0.3	0.0	0.3	0.3	0.0
soxb	GCF_000092125.1	o__Deinococcales	c__Deinococci	0.3	0.3	0.0	0.3	0.3	0.0
soxb	GCF_000092245.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000092925.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_000143145.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_000147355.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000153125.2	o__Pseudomonadales	c__Gammaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxb	GCF_000154705.2	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	0.9	1.0	0.09999999999999998
soxb	GCF_000154785.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000158095.2	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_000183725.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000186245.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000192745.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_000202835.1	o__Acetobacterales	c__Alphaproteobacteria	0.0	0.1	0.1	1.0	1.0	0.0
soxb	GCF_000215705.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000218565.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000219215.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000219915.2	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_000224005.2	o__Chromatiales	c__Gammaproteobacteria	0.8	0.8	0.0	1.0	1.0	0.0
soxb	GCF_000227685.2	o__Ectothiorhodospirales	c__Gammaproteobacteria	0.3	0.3	0.0	1.0	1.0	0.0
soxb	GCF_000227745.2	o__Chromatiales	c__Gammaproteobacteria	0.8	0.8	0.0	1.0	1.0	0.0
soxb	GCF_000242915.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000253115.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000297055.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000321415.2	o__Ectothiorhodospirales	c__Gammaproteobacteria	0.3	0.3	0.0	1.0	1.0	0.0
soxb	GCF_000511355.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000511385.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000512735.1	o__Aquificales	c__Aquificia	0.7	0.7	0.0	0.7	0.7	0.0
soxb	GCF_000590925.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_000807775.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000815105.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000828615.1	o__Chromatiales	c__Gammaproteobacteria	0.7	0.8	0.10000000000000009	1.0	1.0	0.0
soxb	GCF_000828635.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000934605.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000967425.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_000968535.2	o__Methylococcales	c__Gammaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxb	GCF_000972785.3	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000973625.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_000987835.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001007875.1	o__Chromatiales	c__Gammaproteobacteria	0.7	0.8	0.10000000000000009	1.0	1.0	0.0
soxb	GCF_001017435.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001029105.3	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001051995.2	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_001187845.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001305575.3	o__Beggiatoales	c__Gammaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxb	GCF_001305595.1	o__Azospirillales	c__Alphaproteobacteria	0.0	0.3	0.3	0.1	1.0	0.9
soxb	GCF_001308265.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001465545.3	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001465595.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001579845.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_001598055.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001620265.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_001633165.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_001659725.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001663815.1	o__Halothiobacillales	c__Gammaproteobacteria	0.2	0.2	0.0	1.0	1.0	0.0
soxb	GCF_001693385.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001693515.2	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001723605.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001747405.1	o__Chlorobiales	c__Chlorobiia	0.3	0.3	0.0	0.3	0.3	0.0
soxb	GCF_001753165.1	o__DSM-5130	c__Gammaproteobacteria	0.1	0.1	0.0	1.0	1.0	0.0
soxb	GCF_001753245.1	o__DSM-5130	c__Gammaproteobacteria	0.1	0.1	0.0	1.0	1.0	0.0
soxb	GCF_001761385.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001854125.1	o__Pseudomonadales	c__Gammaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxb	GCF_001854325.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001888185.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001889605.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_001940525.2	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_001953055.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	0.9	1.0	0.09999999999999998
soxb	GCF_001956695.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001969385.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001975705.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_001999245.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_002028405.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_002085925.2	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_002119765.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_002215215.1	o__Granulosicoccales	c__Gammaproteobacteria	0.0	0.0	0.0	0.0	1.0	1.0
soxb	GCF_002222655.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_002355335.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_002355415.1	o__Acidiferrobacterales	c__Gammaproteobacteria	0.1	0.1	0.0	1.0	1.0	0.0
soxb	GCF_002355735.1	o__Acidiferrobacterales	c__Gammaproteobacteria	0.1	0.1	0.0	1.0	1.0	0.0
soxb	GCF_002504165.1	o__Rhodobacterales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_002795845.1	o__Pseudomonadales	c__Gammaproteobacteria	0.0	1.0	1.0	0.6	1.0	0.4
soxb	GCF_002865605.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_002872475.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_003008515.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_003008555.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003008575.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003065365.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003065385.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003324675.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_003346815.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003355515.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003403095.1	o__Rhodospirillales	c__Alphaproteobacteria	0.0	0.1	0.1	0.9	1.0	0.09999999999999998
soxb	GCF_003544815.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003544835.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003544855.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003544895.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003544915.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003544935.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003568845.1	o__Azospirillales	c__Alphaproteobacteria	0.1	0.3	0.19999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_003574215.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_003660105.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003721225.2	o__Acidithiobacillales	c__Gammaproteobacteria	0.2	0.2	0.0	1.0	1.0	0.0
soxb	GCF_003966565.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_003966715.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_003967195.1	o__AKS1	c__Gammaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxb	GCF_003967275.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_004001245.1	o__Thiohalomonadales	c__Gammaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxb	GCF_004006175.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_004114935.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_004214795.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_004214815.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_004299785.2	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_004323595.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_004684245.1	o__Deinococcales	c__Deinococci	0.3	0.3	0.0	0.3	0.3	0.0
soxb	GCF_004786015.1	o__Thiomicrospirales	c__Gammaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxb	GCF_005144885.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_005234135.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_006459125.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_006970865.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_007922615.2	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_007954405.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_008274805.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_008630635.1	o__Pseudomonadales	c__Gammaproteobacteria	0.4	1.0	0.6	1.0	1.0	0.0
soxb	GCF_008728195.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_008801925.2	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_008824185.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_009068765.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_009497875.2	o__Chromatiales	c__Gammaproteobacteria	0.4	0.8	0.4	0.7	1.0	0.30000000000000004
soxb	GCF_009650135.1	o__Pseudomonadales	c__Gammaproteobacteria	0.2	1.0	0.8	1.0	1.0	0.0
soxb	GCF_009746125.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_009762325.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_009789575.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_009910365.1	o__Pseudomonadales	c__Gammaproteobacteria	0.5	1.0	0.5	1.0	1.0	0.0
soxb	GCF_009937995.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_009938015.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_010378095.2	o__Acidithiobacillales	c__Gammaproteobacteria	0.2	0.2	0.0	1.0	1.0	0.0
soxb	GCF_010983895.1	o__Burkholderiales	c__Gammaproteobacteria	0.9	1.0	0.09999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_011006175.1	o__Aquificales	c__Aquificia	0.7	0.7	0.0	0.7	0.7	0.0
soxb	GCF_011290485.1	o__Chromatiales	c__Gammaproteobacteria	0.8	0.8	0.0	1.0	1.0	0.0
soxb	GCF_011388215.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_011516645.4	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_011764585.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_012932215.1	o__Rhodobacterales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_013003965.1	o__Burkholderiales	c__Gammaproteobacteria	0.8	1.0	0.19999999999999996	0.9	1.0	0.09999999999999998
soxb	GCF_013003985.1	o__Burkholderiales	c__Gammaproteobacteria	0.8	1.0	0.19999999999999996	0.9	1.0	0.09999999999999998
soxb	GCF_013004065.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013177635.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013177675.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013201625.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013201665.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013201705.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013201725.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013201825.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013201935.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013283835.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013307225.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013307245.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_013343005.1	o__GCF-013343005	c__Gammaproteobacteria	0.0	0.0	0.0	1.0	1.0	0.0
soxb	GCF_013358405.1	o__Rhizobiales	c__Alphaproteobacteria	0.9	1.0	0.09999999999999998	1.0	1.0	0.0
soxb	GCF_013372265.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_014126615.1	o__Rhizobiales	c__Alphaproteobacteria	0.0	1.0	1.0	1.0	1.0	0.0
soxb	GCF_014337925.2	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_014395975.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_014489595.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_014495845.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	0.9	1.0	0.09999999999999998
soxb	GCF_014905095.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_014905115.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_014905135.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_014931715.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_015265455.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_015265475.1	o__Campylobacterales	c__Campylobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_015291705.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_015624505.1	o__Rhizobiales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_015689335.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_016653635.2	o__Azospirillales	c__Alphaproteobacteria	0.1	0.3	0.19999999999999998	0.9	1.0	0.09999999999999998
soxb	GCF_016806125.1	o__Rhodobacterales	c__Alphaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
soxb	GCF_016806835.2	o__Azospirillales	c__Alphaproteobacteria	0.0	0.3	0.3	1.0	1.0	0.0
soxb	GCF_016807805.1	o__Rhizobiales	c__Alphaproteobacteria	0.8	1.0	0.19999999999999996	1.0	1.0	0.0
soxb	GCF_016894385.1	o__Burkholderiales	c__Gammaproteobacteria	1.0	1.0	0.0	1.0	1.0	0.0
